"VNUM","LOCALE_NAME"
"14526","Grena Bileklik +6"
"14527","Grena Bileklik +7"
"14528","Grena Bileklik +8"
"14529","Grena Bileklik +9"
"14540","Zümrüt Bileklik +0"
"14541","Zümrüt Bileklik +1"
"14542","Zümrüt Bileklik +2"
"14543","Zümrüt Bileklik +3"
"14544","Zümrüt Bileklik +4"
"14545","Zümrüt Bileklik +5"
"14546","Zümrüt Bileklik +6"
"14547","Zümrüt Bileklik +7"
"14548","Zümrüt Bileklik +8"
"14549","Zümrüt Bileklik +9"
"14560","Safir Bileklik +0"
"14561","Safir Bileklik +1"
"14562","Safir Bileklik +2"
"14563","Safir Bileklik +3"
"14564","Safir Bileklik +4"
"14565","Safir Bileklik +5"
"14566","Safir Bileklik +6"
"14567","Safir Bileklik +7"
"14568","Safir Bileklik +8"
"14569","Safir Bileklik +9"
"14570","Turmalin Bileklik +0"
"14571","Turmalin Bileklik +1"
"14572","Turmalin Bileklik +2"
"14573","Turmalin Bileklik +3"
"14574","Turmalin Bileklik +4"
"14575","Turmalin Bileklik +5"
"14576","Turmalin Bileklik +6"
"14577","Turmalin Bileklik +7"
"14578","Turmalin Bileklik +8"
"14579","Turmalin Bileklik +9"
"15000","Deri Ayakkabı+0"
"15001","Deri Ayakkabı+1"
"15002","Deri Ayakkabı+2"
"15003","Deri Ayakkabı+3"
"15004","Deri Ayakkabı+4"
"15005","Deri Ayakkabı+5"
"15006","Deri Ayakkabı+6"
"15007","Deri Ayakkabı+7"
"15008","Deri Ayakkabı+8"
"15009","Deri Ayakkabı+9"
"15020","Bambu Derisi Ayakkabı+0"
"15021","Bambu Derisi Ayakkabı+1"
"15022","Bambu Derisi Ayakkabı+2"
"15023","Bambu Derisi Ayakkabı+3"
"15024","Bambu Derisi Ayakkabı+4"
"15025","Bambu Derisi Ayakkabı+5"
"15026","Bambu Derisi Ayakkabı+6"
"15027","Bambu Derisi Ayakkabı+7"
"15028","Bambu Derisi Ayakkabı+8"
"15029","Bambu Derisi Ayakkabı+9"
"15040","Tahta Ayakkabı+0"
"15041","Tahta Ayakkabı+1"
"15042","Tahta Ayakkabı+2"
"15043","Tahta Ayakkabı+3"
"15044","Tahta Ayakkabı+4"
"15045","Tahta Ayakkabı+5"
"15046","Tahta Ayakkabı+6"
"15047","Tahta Ayakkabı+7"
"15048","Tahta Ayakkabı+8"
"15049","Tahta Ayakkabı+9"
"15060","Altın Bezeli Ayakkabı+0"
"15061","Altın Bezeli Ayakkabı+1"
"15062","Altın Bezeli Ayakkabı+2"
"15063","Altın Bezeli Ayakkabı+3"
"15064","Altın Bezeli Ayakkabı+4"
"15065","Altın Bezeli Ayakkabı+5"
"15066","Altın Bezeli Ayakkabı+6"
"15067","Altın Bezeli Ayakkabı+7"
"15068","Altın Bezeli Ayakkabı+8"
"15069","Altın Bezeli Ayakkabı+9"
"15080","Deri Çizme+0"
"15081","Deri Çizme+1"
"15082","Deri Çizme+2"
"15083","Deri Çizme+3"
"15084","Deri Çizme+4"
"15085","Deri Çizme+5"
"15086","Deri Çizme+6"
"15087","Deri Çizme+7"
"15088","Deri Çizme+8"
"15089","Deri Çizmesi+9"
"15100","Altın Ayakkabı+0"
"15101","Altın Ayakkabı+1"
"15102","Altın Ayakkabı+2"
"15103","Altın Ayakkabı+3"
"15104","Altın Ayakkabı+4"
"15105","Altın Ayakkabı+5"
"15106","Altın Ayakkabı+6"
"15107","Altın Ayakkabı+7"
"15108","Altın Ayakkabı+8"
"15109","Altın Ayakkabı+9"
"15120","Tunç Ayakkabı+0"
"15121","Tunç Ayakkabı+1"
"15122","Tunç Ayakkabı+2"
"15123","Tunç Ayakkabı+3"
"15124","Tunç Ayakkabı+4"
"15125","Tunç Ayakkabı+5"
"15126","Tunç Ayakkabı+6"
"15127","Tunç Ayakkabı+7"
"15128","Tunç Ayakkabı+8"
"15129","Tunç Ayakkabı+9"
"15140","YeşimTaşı Ayakkabı+0"
"15141","YeşimTaşı Ayakkabı+1"
"15142","YeşimTaşı Ayakkabı+2"
"15143","YeşimTaşı Ayakkabı+3"
"15144","YeşimTaşı Ayakkabı+4"
"15145","YeşimTaşı Ayakkabı+5"
"15146","YeşimTaşı Ayakkabı+6"
"15147","YeşimTaşı Ayakkabı+7"
"15148","YeşimTaşı Ayakkabı+8"
"15149","YeşimTaşı Ayakkabı+9"
"15160","Mest Eden Ayakkabı+0"
"15161","Mest Eden Ayakkabı+1"
"15162","Mest Eden Ayakkabı+2"
"15163","Mest Eden Ayakkabı+3"
"15164","Mest Eden Ayakkabı+4"
"15165","Mest Eden Ayakkabı+5"
"15166","Mest Eden Ayakkabı+6"
"15167","Mest Eden Ayakkabı+7"
"15168","Mest Eden Ayakkabı+8"
"15169","Mest Eden Ayakkabı+9"
"15180","Işık Saçan Çizme+0"
"15181","Işık Saçan Çizme+1"
"15182","Işık Saçan Çizme+2"
"15183","Işık Saçan Çizme+3"
"15184","Işık Saçan Çizme+4"
"15185","Işık Saçan Çizme+5"
"15186","Işık Saçan Çizme+6"
"15187","Işık Saçan Çizme+7"
"15188","Işık Saçan Çizme+8"
"15189","Işık Saçan Çizme+9"
"15200","Anka Ayakkabı+0"
"15201","Anka Ayakkabı+1"
"15202","Anka Ayakkabı+2"
"15203","Anka Ayakkabı+3"
"15204","Anka Ayakkabı+4"
"15205","Anka Ayakkabı+5"
"15206","Anka Ayakkabı+6"
"15207","Anka Ayakkabı+7"
"15208","Anka Ayakkabı+8"
"15209","Anka Ayakkabı+9"
"15220","Ateş Kuşu Çizmesi+0"
"15221","Ateş Kuşu Çizmesi+1"
"15222","Ateş Kuşu Çizmesi+2"
"15223","Ateş Kuşu Çizmesi+3"
"15224","Ateş Kuşu Çizmesi+4"
"15225","Ateş Kuşu Çizmesi+5"
"15226","Ateş Kuşu Çizmesi+6"
"15227","Ateş Kuşu Çizmesi+7"
"15228","Ateş Kuşu Çizmesi+8"
"15229","Ateş Kuşu Çizmesi+9"
"15240","Ejder Derisi Ayakkabı+0"
"15241","Ejder Derisi Ayakkabı+1"
"15242","Ejder Derisi Ayakkabı+2"
"15243","Ejder Derisi Ayakkabı+3"
"15244","Ejder Derisi Ayakkabı+4"
"15245","Ejder Derisi Ayakkabı+5"
"15246","Ejder Derisi Ayakkabı+6"
"15247","Ejder Derisi Ayakkabı+7"
"15248","Ejder Derisi Ayakkabı+8"
"15249","Ejder Derisi Ayakkabı+9"
"15370","Coşku Ayyakabısı +0"
"15371","Coşku Ayyakabısı +1"
"15372","Coşku Ayyakabısı +2"
"15373","Coşku Ayyakabısı +3"
"15374","Coşku Ayyakabısı +4"
"15375","Coşku Ayyakabısı +5"
"15376","Coşku Ayyakabısı +6"
"15377","Coşku Ayyakabısı +7"
"15378","Coşku Ayyakabısı +8"
"15379","Coşku Ayyakabısı +9"
"15390","Şöhret Çizmesi +0"
"15391","Şöhret Çizmesi +1"
"15392","Şöhret Çizmesi +2"
"15393","Şöhret Çizmesi +3"
"15394","Şöhret Çizmesi +4"
"15395","Şöhret Çizmesi +5"
"15396","Şöhret Çizmesi +6"
"15397","Şöhret Çizmesi +7"
"15398","Şöhret Çizmesi +8"
"15399","Şöhret Çizmesi +9"
"15410","Kirin Ayakkabı +0"
"15411","Kirin Ayakkabı +1"
"15412","Kirin Ayakkabı +2"
"15413","Kirin Ayakkabı +3"
"15414","Kirin Ayakkabı +4"
"15415","Kirin Ayakkabı +5"
"15416","Kirin Ayakkabı +6"
"15417","Kirin Ayakkabı +7"
"15418","Kirin Ayakkabı +8"
"15419","Kirin Ayakkabı +9"
"15430","Yalıçapkını Ayyakkabı +0"
"15431","Yalıçapkını Ayyakkabı +1"
"15432","Yalıçapkını Ayyakkabı +2"
"15433","Yalıçapkını Ayyakkabı +3"
"15434","Yalıçapkını Ayyakkabı +4"
"15435","Yalıçapkını Ayyakkabı +5"
"15436","Yalıçapkını Ayyakkabı +6"
"15437","Yalıçapkını Ayyakkabı +7"
"15438","Yalıçapkını Ayyakkabı +8"
"15439","Yalıçapkını Ayyakkabı +9"
"16000","Tahta Kolye+0"
"16001","Tahta Kolye+1"
"16002","Tahta Kolye+2"
"16003","Tahta Kolye+3"
"16004","Tahta Kolye+4"
"16005","Tahta Kolye+5"
"16006","Tahta Kolye+6"
"16007","Tahta Kolye+7"
"16008","Tahta Kolye+8"
"16009","Tahta Kolye+9"
"16020","Bakır Kolye+0"
"16021","Bakır Kolye+1"
"16022","Bakır Kolye+2"
"16023","Bakır Kolye+3"
"16024","Bakır Kolye+4"
"16025","Bakır Kolye+5"
"16026","Bakır Kolye+6"
"16027","Bakır Kolye+7"
"16028","Bakır Kolye+8"
"16029","Bakır Kolye+9"
"16040","Gümüş Kolye+0"
"16041","Gümüş Kolye+1"
"16042","Gümüş Kolye+2"
"16043","Gümüş Kolye+3"
"16044","Gümüş Kolye+4"
"16045","Gümüş Kolye+5"
"16046","Gümüş Kolye+6"
"16047","Gümüş Kolye+7"
"16048","Gümüş Kolye+8"
"16049","Gümüş Kolye+9"
"16060","Altın Kolye+0"
"16061","Altın Kolye+1"
"16062","Altın Kolye+2"
"16063","Altın Kolye+3"
"16064","Altın Kolye+4"
"16065","Altın Kolye+5"
"16066","Altın Kolye+6"
"16067","Altın Kolye+7"
"16068","Altın Kolye+8"
"16069","Altın Kolye+9"
"16080","YeşimTaşı Kolye+0"
"16081","YeşimTaşı Kolye+1"
"16082","YeşimTaşı Kolye+2"
"16083","YeşimTaşı Kolye+3"
"16084","YeşimTaşı Kolye+4"
"16085","YeşimTaşı Kolye+5"
"16086","YeşimTaşı Kolye+6"
"16087","YeşimTaşı Kolye+7"
"16088","YeşimTaşı Kolye+8"
"16089","YeşimTaşı Kolye+9"
"16100","Abanoz Kolye+0"
"16101","Abanoz Kolye+1"
"16102","Abanoz Kolye+2"
"16103","Abanoz Kolye+3"
"16104","Abanoz Kolye+4"
"16105","Abanoz Kolye+5"
"16106","Abanoz Kolye+6"
"16107","Abanoz Kolye+7"
"16108","Abanoz Kolye+8"
"16109","Abanoz Kolye+9"
"16120","İnci Kolye+0"
"16121","İnci Kolye+1"
"16122","İnci Kolye+2"
"16123","İnci Kolye+3"
"16124","İnci Kolye+4"
"16125","İnci Kolye+5"
"16126","İnci Kolye+6"
"16127","İnci Kolye+7"
"16128","İnci Kolye+8"
"16129","İnci Kolye+9"
"16140","Beyaz Altın Kolye+0"
"16141","Beyaz Altın Kolye+1"
"16142","Beyaz Altın Kolye+2"
"16143","Beyaz Altın Kolye+3"
"16144","Beyaz Altın Kolye+4"
"16145","Beyaz Altın Kolye+5"
"16146","Beyaz Altın Kolye+6"
"16147","Beyaz Altın Kolye+7"
"16148","Beyaz Altın Kolye+8"
"16149","Beyaz Altın Kolye+9"
"16160","Kristal Kolye+0"
"16161","Kristal Kolye+1"
"16162","Kristal Kolye+2"
"16163","Kristal Kolye+3"
"16164","Kristal Kolye+4"
"16165","Kristal Kolye+5"
"16166","Kristal Kolye+6"
"16167","Kristal Kolye+7"
"16168","Kristal Kolye+8"
"16169","Kristal Kolye+9"
"16180","Mor Yakut Kolye+0"
"16181","Mor Yakut Kolye+1"
"16182","Mor Yakut Kolye+2"
"16183","Mor Yakut Kolye+3"
"16184","Mor Yakut Kolye+4"
"16185","Mor Yakut Kolye+5"
"16186","Mor Yakut Kolye+6"
"16187","Mor Yakut Kolye+7"
"16188","Mor Yakut Kolye+8"
"16189","Mor Yakut Kolye+9"
"16200","Cennetin Gözü Kolye+0"
"16201","Cennetin Gözü Kolye+1"
"16202","Cennetin Gözü Kolye+2"
"16203","Cennetin Gözü Kolye+3"
"16204","Cennetin Gözü Kolye+4"
"16205","Cennetin Gözü Kolye+5"
"16206","Cennetin Gözü Kolye+6"
"16207","Cennetin Gözü Kolye+7"
"16208","Cennetin Gözü Kolye+8"
"16209","Cennetin Gözü Kolye+9"
"16220","Ruh Kristali Kolyesi+0"
"16221","Ruh Kristali Kolyesi+1"
"16222","Ruh Kristali Kolyesi+2"
"16223","Ruh Kristali Kolyesi+3"
"16224","Ruh Kristali Kolyesi+4"
"16225","Ruh Kristali Kolyesi+5"
"16226","Ruh Kristali Kolyesi+6"
"16227","Ruh Kristali Kolyesi+7"
"16228","Ruh Kristali Kolyesi+8"
"16229","Ruh Kristali Kolyesi+9"
"16500","Yakut Kolye +0"
"16501","Yakut Kolye +1"
"16502","Yakut Kolye +2"
"16503","Yakut Kolye +3"
"16504","Yakut Kolye +4"
"16505","Yakut Kolye +5"
"16506","Yakut Kolye +6"
"16507","Yakut Kolye +7"
"16508","Yakut Kolye +8"
"16509","Yakut Kolye +9"
"16520","Grena Kolye +0"
"16521","Grena Kolye +1"
"16522","Grena Kolye +2"
"16523","Grena Kolye +3"
"16524","Grena Kolye +4"
"16525","Grena Kolye +5"
"16526","Grena Kolye +6"
"16527","Grena Kolye +7"
"16528","Grena Kolye +8"
"16529","Grena Kolye +9"
"16540","Zümrüt Kolye +0"
"16541","Zümrüt Kolye +1"
"16542","Zümrüt Kolye +2"
"16543","Zümrüt Kolye +3"
"16544","Zümrüt Kolye +4"
"16545","Zümrüt Kolye +5"
"16546","Zümrüt Kolye +6"
"16547","Zümrüt Kolye +7"
"16548","Zümrüt Kolye +8"
"16549","Zümrüt Kolye +9"
"16560","Safir Kolye +0"
"16561","Safir Kolye +1"
"16562","Safir Kolye +2"
"16563","Safir Kolye +3"
"16564","Safir Kolye +4"
"16565","Safir Kolye +5"
"16566","Safir Kolye +6"
"16567","Safir Kolye +7"
"16568","Safir Kolye +8"
"16569","Safir Kolye +9"
"16570","Turmalin Kolye +0"
"16571","Turmalin Kolye +1"
"16572","Turmalin Kolye +2"
"16573","Turmalin Kolye +3"
"16574","Turmalin Kolye +4"
"16575","Turmalin Kolye +5"
"16576","Turmalin Kolye +6"
"16577","Turmalin Kolye +7"
"16578","Turmalin Kolye +8"
"16579","Turmalin Kolye +9"
"17000","Tahta Küpe+0"
"17001","Tahta Küpe+1"
"17002","Tahta Küpe+2"
"17003","Tahta Küpe+3"
"17004","Tahta Küpe+4"
"17005","Tahta Küpe+5"
"17006","Tahta Küpe+6"
"17007","Tahta Küpe+7"
"17008","Tahta Küpe+8"
"17009","Tahta Küpe+9"
"17020","Bakır Küpe+0"
"17021","Bakır Küpe+1"
"17022","Bakır Küpe+2"
"17023","Bakır Küpe+3"
"17024","Bakır Küpe+4"
"17025","Bakır Küpe+5"
"17026","Bakır Küpe+6"
"17027","Bakır Küpe+7"
"17028","Bakır Küpe+8"
"17029","Bakır Küpe+9"
"17040","Gümüş Küpe+0"
"17041","Gümüş Küpe+1"
"17042","Gümüş Küpe+2"
"17043","Gümüş Küpe+3"
"17044","Gümüş Küpe+4"
"17045","Gümüş Küpe+5"
"17046","Gümüş Küpe+6"
"17047","Gümüş Küpe+7"
"17048","Gümüş Küpe+8"
"17049","Gümüş Küpe+9"
"17060","Altın Küpe+0"
"17061","Altın Küpe+1"
"17062","Altın Küpe+2"
"17063","Altın Küpe+3"
"17064","Altın Küpe+4"
"17065","Altın Küpe+5"
"17066","Altın Küpe+6"
"17067","Altın Küpe+7"
"17068","Altın Küpe+8"
"17069","Altın Küpe+9"
"17080","YeşimTaşı Küpe+0"
"17081","YeşimTaşı Küpe+1"
"17082","YeşimTaşı Küpe+2"
"17083","YeşimTaşı Küpe+3"
"17084","YeşimTaşı Küpe+4"
"17085","YeşimTaşı Küpe+5"
"17086","YeşimTaşı Küpe+6"
"17087","YeşimTaşı Küpe+7"
"17088","YeşimTaşı Küpe+8"
"17089","YeşimTaşı Küpe+9"
"17100","Abanoz Küpe+0"
"17101","Abanoz Küpe+1"
"17102","Abanoz Küpe+2"
"17103","Abanoz Küpe+3"
"17104","Abanoz Küpe+4"
"17105","Abanoz Küpe+5"
"17106","Abanoz Küpe+6"
"17107","Abanoz Küpe+7"
"17108","Abanoz Küpe+8"
"17109","Abanoz Küpe+9"
"17120","İnci Küpe+0"
"17121","İnci Küpe+1"
"17122","İnci Küpe+2"
"17123","İnci Küpe+3"
"17124","İnci Küpe+4"
"17125","İnci Küpe+5"
"17126","İnci Küpe+6"
"17127","İnci Küpe+7"
"17128","İnci Küpe+8"
"17129","İnci Küpe+9"
"17140","Beyaz Altın Küpe+0"
"17141","Beyaz Altın Küpe+1"
"17142","Beyaz Altın Küpe+2"
"17143","Beyaz Altın Küpe+3"
"17144","Beyaz Altın Küpe+4"
"17145","Beyaz Altın Küpe+5"
"17146","Beyaz Altın Küpe+6"
"17147","Beyaz Altın Küpe+7"
"17148","Beyaz Altın Küpe+8"
"17149","Beyaz Altın Küpe+9"
"17160","Kristal Küpe+0"
"17161","Kristal Küpe+1"
"17162","Kristal Küpe+2"
"17163","Kristal Küpe+3"
"17164","Kristal Küpe+4"
"17165","Kristal Küpe+5"
"17166","Kristal Küpe+6"
"17167","Kristal Küpe+7"
"17168","Kristal Küpe+8"
"17169","Kristal Küpe+9"
"17180","Ametist Küpe+0"
"17181","Ametist Küpe+1"
"17182","Ametist Küpe+2"
"17183","Ametist Küpe+3"
"17184","Ametist Küpe+4"
"17185","Ametist Küpe+5"
"17186","Ametist Küpe+6"
"17187","Ametist Küpe+7"
"17188","Ametist Küpe+8"
"17189","Ametist Küpe+9"
"17200","Cennetin Gözü Küpe+0"
"17201","Cennetin Gözü Küpe+1"
"17202","Cennetin Gözü Küpe+2"
"17203","Cennetin Gözü Küpe+3"
"17204","Cennetin Gözü Küpe+4"
"17205","Cennetin Gözü Küpe+5"
"17206","Cennetin Gözü Küpe+6"
"17207","Cennetin Gözü Küpe+7"
"17208","Cennetin Gözü Küpe+8"
"17209","Cennetin Gözü Küpe+9"
"17220","Ruh Kristali Küpeleri+0"
"17221","Ruh Kristali Küpeleri+1"
"17222","Ruh Kristali Küpeleri+2"
"17223","Ruh Kristali Küpeleri+3"
"17224","Ruh Kristali Küpeleri+4"
"17225","Ruh Kristali Küpeleri+5"
"17226","Ruh Kristali Küpeleri+6"
"17227","Ruh Kristali Küpeleri+7"
"17228","Ruh Kristali Küpeleri+8"
"17229","Ruh Kristali Küpeleri+9"
"17500","Yakut Küpeler +0"
"17501","Yakut Küpeler +1"
"17502","Yakut Küpeler +2"
"17503","Yakut Küpeler +3"
"17504","Yakut Küpeler +4"
"17505","Yakut Küpeler +5"
"17506","Yakut Küpeler +6"
"17507","Yakut Küpeler +7"
"17508","Yakut Küpeler +8"
"17509","Yakut Küpeler +9"
"17520","Grena Küpeler +0"
"17521","Grena Küpeler +1"
"17522","Grena Küpeler +2"
"17523","Grena Küpeler +3"
"17524","Grena Küpeler +4"
"17525","Grena Küpeler +5"
"17526","Grena Küpeler +6"
"17527","Grena Küpeler +7"
"17528","Grena Küpeler +8"
"17529","Grena Küpeler +9"
"17540","Zümrüt Küpeler +0"
"17541","Zümrüt Küpeler +1"
"17542","Zümrüt Küpeler +2"
"17543","Zümrüt Küpeler +3"
"17544","Zümrüt Küpeler +4"
"17545","Zümrüt Küpeler +5"
"17546","Zümrüt Küpeler +6"
"17547","Zümrüt Küpeler +7"
"17548","Zümrüt Küpeler +8"
"17549","Zümrüt Küpeler +9"
"17560","Safir Küpeler +0"
"17561","Safir Küpeler +1"
"17562","Safir Küpeler +2"
"17563","Safir Küpeler +3"
"17564","Safir Küpeler +4"
"17565","Safir Küpeler +5"
"17566","Safir Küpeler +6"
"17567","Safir Küpeler +7"
"17568","Safir Küpeler +8"
"17569","Safir Küpeler +9"
"17570","Turmalin Küpeler +0"
"17571","Turmalin Küpeler +1"
"17572","Turmalin Küpeler +2"
"17573","Turmalin Küpeler +3"
"17574","Turmalin Küpeler +4"
"17575","Turmalin Küpeler +5"
"17576","Turmalin Küpeler +6"
"17577","Turmalin Küpeler +7"
"17578","Turmalin Küpeler +8"
"17579","Turmalin Küpeler +9"
"18000","Keten Kemer +0"
"18001","Keten Kemer +1"
"18002","Keten Kemer +2"
"18003","Keten Kemer +3"
"18004","Keten Kemer +4"
"18005","Keten Kemer +5"
"18006","Keten Kemer +6"
"18007","Keten Kemer +7"
"18008","Keten Kemer +8"
"18009","Keten Kemer +9"
"18010","Deri Kemer +0"
"18011","Deri Kemer +1"
"18012","Deri Kemer +2"
"18013","Deri Kemer +3"
"18014","Deri Kemer +4"
"18015","Deri Kemer +5"
"18016","Deri Kemer +6"
"18017","Deri Kemer +7"
"18018","Deri Kemer +8"
"18019","Deri Kemer +9"
"18020","Gösterişli Kemer +0"
"18021","Gösterişli Kemer +1"
"18022","Gösterişli Kemer +2"
"18023","Gösterişli Kemer +3"
"18024","Gösterişli Kemer +4"
"18025","Gösterişli Kemer +5"
"18026","Gösterişli Kemer +6"
"18027","Gösterişli Kemer +7"
"18028","Gösterişli Kemer +8"
"18029","Gösterişli Kemer +9"
"18030","Bilgeliğin Kemeri +0"
"18031","Bilgeliğin Kemeri +1"
"18032","Bilgeliğin Kemeri +2"
"18033","Bilgeliğin Kemeri +3"
"18034","Bilgeliğin Kemeri +4"
"18035","Bilgeliğin Kemeri +5"
"18036","Bilgeliğin Kemeri +6"
"18037","Bilgeliğin Kemeri +7"
"18038","Bilgeliğin Kemeri +8"
"18039","Bilgeliğin Kemeri +9"
"18040","Kral Kemeri +0"
"18041","Kral Kemeri +1"
"18042","Kral Kemeri +2"
"18043","Kral Kemeri +3"
"18044","Kral Kemeri +4"
"18045","Kral Kemeri +5"
"18046","Kral Kemeri +6"
"18047","Kral Kemeri +7"
"18048","Kral Kemeri +8"
"18049","Kral Kemeri +9"
"18050","Gölge Kemeri +0"
"18051","Gölge Kemeri +1"
"18052","Gölge Kemeri +2"
"18053","Gölge Kemeri +3"
"18054","Gölge Kemeri +4"
"18055","Gölge Kemeri +5"
"18056","Gölge Kemeri +6"
"18057","Gölge Kemeri +7"
"18058","Gölge Kemeri +8"
"18059","Gölge Kemeri +9"
"18060","Runik Kemer +0"
"18061","Runik Kemer +1"
"18062","Runik Kemer +2"
"18063","Runik Kemer +3"
"18064","Runik Kemer +4"
"18065","Runik Kemer +5"
"18066","Runik Kemer +6"
"18067","Runik Kemer +7"
"18068","Runik Kemer +8"
"18069","Runik Kemer +9"
"18070","Büyükayı Kemeri +0"
"18071","Büyükayı Kemeri +1"
"18072","Büyükayı Kemeri +2"
"18073","Büyükayı Kemeri +3"
"18074","Büyükayı Kemeri +4"
"18075","Büyükayı Kemeri +5"
"18076","Büyükayı Kemeri +6"
"18077","Büyükayı Kemeri +7"
"18078","Büyükayı Kemeri +8"
"18079","Büyükayı Kemeri +9"
"18080","Ruh Kemeri+0"
"18081","Ruh Kemeri+1"
"18082","Ruh Kemeri+2"
"18083","Ruh Kemeri+3"
"18084","Ruh Kemeri+4"
"18085","Ruh Kemeri+5"
"18086","Ruh Kemeri+6"
"18087","Ruh Kemeri+7"
"18088","Ruh Kemeri+8"
"18089","Ruh Kemeri+9"
"18090","Turmalin Kemeri+0"
"18091","Turmalin Kemeri+1"
"18092","Turmalin Kemeri+2"
"18093","Turmalin Kemeri+3"
"18094","Turmalin Kemeri+4"
"18095","Turmalin Kemeri+5"
"18096","Turmalin Kemeri+6"
"18097","Turmalin Kemeri+7"
"18098","Turmalin Kemeri+8"
"18099","Turmalin Kemeri+9"
"18900","Kızıl Alev Taşı"
"20000","Şeytan Boynuzu Zırhı +0"
"20001","Şeytan Boynuzu Zırhı +1"
"20002","Şeytan Boynuzu Zırhı +2"
"20003","Şeytan Boynuzu Zırhı +3"
"20004","Şeytan Boynuzu Zırhı +4"
"20005","Şeytan Boynuzu Zırhı +5"
"20006","Şeytan Boynuzu Zırhı +6"
"20007","Şeytan Boynuzu Zırhı +7"
"20008","Şeytan Boynuzu Zırhı +8"
"20009","Şeytan Boynuzu Zırhı +9"
"20250","Ejder Süvari Giysisi +0"
"20251","Ejder Süvari Giysisi +1"
"20252","Ejder Süvari Giysisi +2"
"20253","Ejder Süvari Giysisi +3"
"20254","Ejder Süvari Giysisi +4"
"20255","Ejder Süvari Giysisi +5"
"20256","Ejder Süvari Giysisi +6"
"20257","Ejder Süvari Giysisi +7"
"20258","Ejder Süvari Giysisi +8"
"20259","Ejder Süvari Giysisi +9"
"20500","Kemik Plaka Zırh +0"
"20501","Kemik Plaka Zırh +1"
"20502","Kemik Plaka Zırh +2"
"20503","Kemik Plaka Zırh +3"
"20504","Kemik Plaka Zırh +4"
"20505","Kemik Plaka Zırh +5"
"20506","Kemik Plaka Zırh +6"
"20507","Kemik Plaka Zırh +7"
"20508","Kemik Plaka Zırh +8"
"20509","Kemik Plaka Zırh +9"
"20750","Altın Giysi +0"
"20751","Altın Giysi +1"
"20752","Altın Giysi +2"
"20753","Altın Giysi +3"
"20754","Altın Giysi +4"
"20755","Altın Giysi +5"
"20756","Altın Giysi +6"
"20757","Altın Giysi +7"
"20758","Altın Giysi +8"
"20759","Altın Giysi +9"
"22000","Şehre Dönüş Kağıdı"
"22001","Şehre Dönüş Kağıdı"
"22010","Geri Dönüş Kağıdı"
"22011","Geri Dönüş Kağıdı"
"22020","Işınlanma Kağıdı"
"22030","Işınlanma Kağıdı"
"22040","Hayat Kağıdı"
"22050","Canlandırma Kağıdı"
"25040","Kutsama Kağıdı"
"25041","Büyülü Metal"
"25042","Premium Büyülü Metal"
"25100","Ruh Taşı Kağıdı"
"27001","Kırmızı İksir(K)"
"27002","Kırmızı İksir(O)"
"27003","Kırmızı İksir(B)"
"27004","Mavi İksir(K)"
"27005","Mavi İksir(O)"
"27006","Mavi İksir(B)"
"27051","Kırmızı iksir (K)"
"27052","Mavi İksir (K)"
"27053","Yeşil İksir (K)"
"27054","Mor İksir (K)"
"27100","Yeşil İksir(K)"
"27101","Yeşil İksir(O)"
"27102","Yeşil İksir(B)"
"27103","Mor İksir(K)"
"27104","Mor İksir(O)"
"27105","Mor İksir(B)"
"27110","Yeşil İksir(K)"
"27111","Yeşil İksir(O)"
"27112","Yeşil İksir(B)"
"27113","Mor İksir(K)"
"27114","Mor İksir(O)"
"27115","Mor İksir(B)"
"27116","Pembe İksir(K)"
"27117","Pembe İksir(O)"
"27118","Pembe İksir(B)"
"27119","Gök Mavisi İksir(K)"
"27120","Gök Mavisi İksir(O)"
"27121","Gök Mavisi İksir(B)"
"27400","Olta+1"
"27410","Olta+2"
"27420","Olta+3"
"27430","Olta+4"
"27440","Olta+5"
"27450","Olta+6"
"27460","Olta+7"
"27470","Olta+8"
"27480","Olta+9"
"27490","Olta+10"
"27500","Olta+11"
"27510","Olta+12"
"27520","Olta+13"
"27530","Olta+14"
"27540","Olta+15"
"27550","Olta+16"
"27560","Olta+17"
"27570","Olta+18"
"27580","Olta+19"
"27590","Olta+20"
"27600","Kamp Ateşi"
"27610","Balıkçılık Küresi"
"27620","Balıkçılık Sırları"
"27799","Kılçık"
"27800","Hamur"
"27801","Solucan"
"27802","Minik Balık"
"27803","Sudak Balığı"
"27804","Ringa Balığı"
"27805","Büyük Sudak Balığı"
"27806","Sazan"
"27807","Som Balığı"
"27808","Ot Sazanı"
"27809","Dere Alabalığı"
"27810","Zargana"
"27811","Gökkuşağı Alabalığı"
"27812","Nehir Alabalığı"
"27813","Hamsi"
"27814","Levrek"
"27815","Tekir Balığı"
"27816","Yayın Balığı"
"27817","Çopra Balığı"
"27818","Lüfer Balığı"
"27819","Sevimli Balık"
"27820","Palamut Balığı"
"27821","Kadife Balığı"
"27822","Aynalı Sazan"
"27823","Altın Sudak Balığı"
"27833","Ölü Sudak Balığı"
"27834","Ölü Ringa Balığı"
"27835","Ölü Büyük Sudak Balığı"
"27836","Ölü Sazan"
"27837","Ölü Som Balığı"
"27838","Ölü Ot Sazanı"
"27839","Ölü Dere Alabalığı"
"27840","Ölü Zargana"
"27841","Ölü Gökkuşağı Alabalığı"
"27842","Ölü Nehir Alabalığı"
"27843","Ölü Hamsi"
